Trt	NumPop	Type	Demog	Envi	SET	NumInd	DataSetNames	GoodBFfile	numNeut	numSel	xtx.999perc	bf.999perc	rho.999perc	xtx.FPR	bf.FPR	rho.FPR	xtx.TPR	bf.TPR	rho.TPR	cpname	K5.999perc	KTW.999perc	KTW	Lq.K.5.FPR	Lq.K.TW.FPR	L.empQ.K.5.FPR	L.empQ.K.TW.FPR	Lq.K.5.TPR	Lq.K.TW.TPR	L.empQ.K.5.TPR	L.empQ.K.TW.TPR	pca.FPR.K10S	pca.TPR.K10S	pca.commonSelFactor.K10S	pca.NumLocicommonSelFactor.K10S	pca.FPR.K20S	pca.TPR.K20S	pca.commonSelFactor.K20S	pca.NumLocicommonSelFactor.K20S	pca.FPR.K10NS	pca.TPR.K10NS	pca.commonSelFactor.K10NS	pca.NumLocicommonSelFactor.K10NS	Vall.none	Vall.pcadapt	Vall.lfmm	Vall.lfmm.pcadapt	Vall.bf	Vall.bf.pcadapt	Vall.bf.lfmm	Vall.bf.lfmm.pcadapt	Vall.xtx	Vall.xtx.pcadapt	Vall.xtx.lfmm	Vall.xtx.lfmm.pcadapt	Vall.xtx.bf	Vall.xtx.bf.pcadapt	Vall.xtx.bf.lfmm	Vall.xtx.bf.lfmm.pcadapt	Vs.weak.none	Vs.weak.pcadapt	Vs.weak.lfmm	Vs.weak.lfmm.pcadapt	Vs.weak.bf	Vs.weak.bf.pcadapt	Vs.weak.bf.lfmm	Vs.weak.bf.lfmm.pcadapt	Vs.weak.xtx	Vs.weak.xtx.pcadapt	Vs.weak.xtx.lfmm	Vs.weak.xtx.lfmm.pcadapt	Vs.weak.xtx.bf	Vs.weak.xtx.bf.pcadapt	Vs.weak.xtx.bf.lfmm	Vs.weak.xtx.bf.lfmm.pcadapt	Vs.strong.none	Vs.strong.pcadapt	Vs.strong.lfmm	Vs.strong.lfmm.pcadapt	Vs.strong.bf	Vs.strong.bf.pcadapt	Vs.strong.bf.lfmm	Vs.strong.bf.lfmm.pcadapt	Vs.strong.xtx	Vs.strong.xtx.pcadapt	Vs.strong.xtx.lfmm	Vs.strong.xtx.lfmm.pcadapt	Vs.strong.xtx.bf	Vs.strong.xtx.bf.pcadapt	Vs.strong.xtx.bf.lfmm	Vs.strong.xtx.bf.lfmm.pcadapt	NotFound	GEAonly	FSTonly	Both	rda_veganv2.4-3_empQ_TP	rda_veganv2.4-3_empQ_TPR	dbrda_veganv2.4-3_empQ_TP	dbrda_veganv2.4-3_empQ_TPR	rda_veganv2.4-3_empP_001_TPR	rda_veganv2.4-3_empP_005_TPR	rda_veganv2.4-3_empP_01_TPR	rda_veganv2.4-3_empP_1_TPR	dbda_veganv2.4-3_empP_001_TPR	dbrda_veganv2.4-3_empP_005_TPR	dbrda_veganv2.4-3_empP_01_TPR	dbrda_veganv2.4-3_empP_1_TPR	rda_TPR_3SD	rda_FPR_3SD	rda_FDR_3SD	rda_TPR_001_3SD	rda_TPR_005_3SD	rda_TPR_01_3SD	rda_TPR_1_3SD	rda_TPR_25SD	rda_FPR_25SD	rda_FDR_25SD	rda_TPR_001_25SD	rda_TPR_005_25SD	rda_TPR_01_25SD	rda_TPR_1_25SD	dbrda_TPR_3SD	dbrda_FPR_3SD	dbrda_FDR_3SD	dbrda_TPR_001_3SD	dbrda_TPR_005_3SD	dbrda_TPR_01_3SD	dbrda_TPR_1_3SD	dbrda_TPR_25SD	dbrda_FPR_25SD	dbrda_FDR_25SD	dbrda_TPR_001_25SD	dbrda_TPR_005_25SD	dbrda_TPR_01_25SD	dbrda_TPR_1_25SD
R90	90	Rand	2R	1351142970_988	6	20	2R_R90_1351142970_988_6_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	115.49	0.137069131	0.1893	0.00010101	0.00010101	0.00010101	0.84	0.49	0.12	../LFMMBayenv2PCAdaptResults/2R_R90_1351142970_988_6_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	13.6371	3.64513	27	0.582323232	0.00030303	0.00010101	0.00010101	0.96	0.44	0.91	0.3	0.00010101	0.78	2	90	0.00010101	0.49	8	86	0.00010101	0.82	7	89	14	2	0	0	0	0	0	0	3	25	4	3	0	26	1	22	11	2	0	0	0	0	0	0	2	15	3	3	0	8	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	0	30	56	90	0.9	82	0.82	NA	0.86	0.921052632	1	NA	0.74	0.868421053	1	0.92	0.00020202	0.021276596	NA	0.9	0.921052632	1	0.94	0.002121212	0.182608696	NA	0.92	0.947368421	1	0.87	0.000505051	0.054347826	NA	0.84	0.868421053	1	0.91	0.003737374	0.2890625	NA	0.88	0.921052632	1
R90	90	Rand	IBD	1351142970_988	7	20	IBD_R90_1351142970_988_7_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	123.59	0.659631012	0.1788	0.00020202	0.00010101	0.00010101	1	0.09	0.07	../LFMMBayenv2PCAdaptResults/IBD_R90_1351142970_988_7_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	9.5993	4.44092	26	0.345757576	0.006262626	0.00010101	0.00010101	1	0.99	0.07	0.86	0.00020202	1	2	101	0.00010101	0.95	19	100	0.00020202	1	7	99	0	0	0	0	0	0	0	0	0	14	0	77	0	0	0	9	0	0	0	0	0	0	0	0	0	8	0	36	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	14	86	100	1	100	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0.000707071	0.065420561	1	1	1	1	1	0	0	1	1	1	1	1	0.000505051	0.047619048	1	1	1	1
R90	90	Rand	IM	1351142970_988	8	20	IM_R90_1351142970_988_8_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	118.19	2.626679047	0.18195	0.00010101	0.00010101	0.00010101	0.11	0.29	0.49	../LFMMBayenv2PCAdaptResults/IM_R90_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	7.40765	7.24229	6	0.173232323	0.137171717	0.00010101	0.00010101	0.98	0.97	0.66	0.55	0.00010101	0.25	4	93	0.00010101	0.18	12	84	0.00010101	0.48	7	90	45	0	25	1	0	0	5	13	0	0	0	0	0	0	0	11	41	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	45	30	0	25	60	0.6	63	0.63	NA	0.229166667	0.926829268	1	NA	0.270833333	0.951219512	1	0.64	0.00010101	0.015384615	NA	0.291666667	0.951219512	1	0.76	0.001313131	0.146067416	NA	0.5	1	1	0.69	0.00020202	0.028169014	NA	0.375	0.975609756	1	0.76	0.002020202	0.208333333	NA	0.5	1	1
R90	90	Rand	1R	1351142986_950	9	20	1R_R90_1351142986_950_9_NumPops=90_NumInd=20.bayenv	TRUE	9900	97	122.14	0.775071341	0.15796	0.00010101	0.00010101	0.00010101	0.577319588	0.536082474	0.597938144	../LFMMBayenv2PCAdaptResults/1R_R90_1351142986_950_9_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	12.7734	2.73097	32	0.505555556	0	0.00010101	0.00010101	0.835051546	0.597938144	0.628865979	0.690721649	0.00010101	0.577319588	5	66	0.00010101	0.113402062	12	49	0.00010101	0.546391753	10	64	29	0	1	5	1	0	5	0	0	0	2	8	0	0	3	43	16	0	1	5	1	0	4	0	0	0	2	5	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	29	7	0	61	71	0.731958763	63	0.649484536	NA	0.708333333	0.666666667	1	NA	0.604166667	0.583333333	1	0.731958763	0.00030303	0.040540541	NA	0.708333333	0.666666667	1	0.783505155	0.002525253	0.247524752	NA	0.8125	0.666666667	1	0.680412371	0.000505051	0.070422535	NA	0.645833333	0.611111111	1	0.711340206	0.003535354	0.336538462	NA	0.6875	0.638888889	1
R90	90	Rand	2R	1351142986_950	10	20	2R_R90_1351142986_950_10_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	115.43	0.633508853	0.17092	0.00010101	0.00010101	0.00010101	0.89	0.8	0.76	../LFMMBayenv2PCAdaptResults/2R_R90_1351142986_950_10_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	11.5653	3.96219	28	0.505858586	0.001414141	0.00010101	0.00010101	0.94	0.82	0.88	0.78	0.00010101	0.55	4	91	0.00010101	0	13	89	0.00010101	0.72	10	89	11	0	0	0	0	0	0	0	4	0	4	1	5	2	21	52	7	0	0	0	0	0	0	0	4	0	2	1	4	2	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	4	85	90	0.9	88	0.88	NA	0.86	0.921052632	1	NA	0.84	0.894736842	1	0.89	0	0	NA	0.86	0.894736842	1	0.9	0.000505051	0.052631579	NA	0.86	0.921052632	1	0.88	0	0	NA	0.84	0.894736842	1	0.88	0.001010101	0.102040816	NA	0.84	0.894736842	1
R90	90	Rand	IBD	1351142986_950	11	20	IBD_R90_1351142986_950_11_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	123.45	1.480955028	0.20861	0.00020202	0.00010101	0.00010101	0.98	0.34	0.12	../LFMMBayenv2PCAdaptResults/IBD_R90_1351142986_950_11_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	9.48035	4.24206	27	0.371515152	0.002828283	0.00010101	0.00010101	1	0.28	0.06	0.09	0.00020202	0.99	8	99	0.00010101	0.94	3	98	0.00020202	0.99	2	96	1	0	0	1	0	0	0	0	0	64	0	0	0	26	0	8	1	0	0	1	0	0	0	0	0	38	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	64	35	99	0.99	99	0.99	0.97826087	1	1	1	0.97826087	1	1	1	0.99	0	0	0.97826087	1	1	1	1	0.000707071	0.065420561	1	1	1	1	0.99	0.00010101	0.01	0.97826087	1	1	1	0.99	0.00040404	0.038834951	0.97826087	1	1	1
R90	90	Rand	IM	1351142986_950	12	20	IM_R90_1351142986_950_12_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	119.73	0.607025878	0.21084	0.00010101	0.00010101	0.00010101	0.11	0.55	0.36	../LFMMBayenv2PCAdaptResults/IM_R90_1351142986_950_12_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	7.64357	6.71242	7	0.157070707	0.116868687	0.00010101	0.00010101	0.91	0.9	0.53	0.55	0.00010101	0.28	10	90	0.00010101	0.12	6	83	0.00010101	0.51	2	90	43	0	2	0	2	0	25	17	0	0	0	0	0	0	0	11	42	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	43	29	0	28	56	0.56	63	0.63	NA	0.104166667	0.975609756	1	NA	0.229166667	1	1	0.59	0.00020202	0.032786885	NA	0.166666667	0.975609756	1	0.69	0.001515152	0.178571429	NA	0.354166667	1	1	0.63	0.00010101	0.015625	NA	0.229166667	1	1	0.73	0.001818182	0.197802198	NA	0.4375	1	1
R60	60	Rand	1R	1351142954_453	1	20	1R_R60_1351142954_453_1_NumPops=60_NumInd=20.bayenv	TRUE	9900	93	88.304	0.355911051	0.19887	0.00010101	0.00010101	0.00010101	0.569892473	0.774193548	0.032258065	../LFMMBayenv2PCAdaptResults/1R_R60_1351142954_453_1_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	15.3408	3.37957	25	0.606161616	0	0.00010101	0.00010101	0.935483871	0.784946237	0.741935484	0.784946237	0.00010101	0.47311828	1	75	0.00010101	0.11827957	14	62	0.00010101	0.516129032	2	66	18	0	3	0	2	0	17	0	0	0	0	0	0	0	9	44	12	0	3	0	1	0	16	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	22	0	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	2R	1351142954_453	2	20	2R_R60_1351142954_453_2_NumPops=60_NumInd=20.bayenv	TRUE	9900	97	84.785	2.663832795	0.19964	0.00010101	0.00010101	0.00010101	0.804123711	0.443298969	0	../LFMMBayenv2PCAdaptResults/2R_R60_1351142954_453_2_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	11.401	3.80287	23	0.431818182	0.000909091	0.00010101	0.00010101	0.979381443	0.907216495	0.927835052	0.865979381	0.00010101	0.927835052	3	92	0.00010101	0.896907216	19	91	0.00010101	0.845360825	6	92	5	2	2	10	0	0	0	0	0	6	0	29	0	0	0	43	3	2	1	10	0	0	0	0	0	4	0	24	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	2	8	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IBD	1351142954_453	3	20	IBD_R60_1351142954_453_3_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	83.856	0.529571503	0.22738	0.00020202	0.00010101	0.00010101	0.99	0.62	0	../LFMMBayenv2PCAdaptResults/IBD_R60_1351142954_453_3_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	10.8271	5.52766	18	0.451010101	0.04010101	0.00010101	0.00010101	1	0.92	0.71	0.08	0.00020202	1	9	98	0.00020202	1	19	98	0.00020202	1	8	97	0	1	0	0	0	0	0	0	0	36	0	1	0	55	0	7	0	1	0	0	0	0	0	0	0	28	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	37	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IM	1351142954_453	4	20	IM_R60_1351142954_453_4_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	81.175	0.471966104	0.24447	0.00010101	0.00010101	0.00010101	0.11	0.29	0.11	../LFMMBayenv2PCAdaptResults/IM_R60_1351142954_453_4_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	7.16268	7.63703	4	0.163434343	0.192626263	0.00010101	0.00010101	0.92	0.98	0.49	0.5	0.00010101	0.36	2	85	0.00010101	0.23	4	76	0.00010101	0.33	8	79	49	1	13	8	0	0	2	16	0	0	0	0	0	0	0	11	47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	49	15	1	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	1R	1351142970_988	5	20	1R_R60_1351142970_988_5_NumPops=60_NumInd=20.bayenv	TRUE	9900	95	90.488	1.057970232	0.19779	0.00010101	0.00010101	0.00010101	0.536842105	0.652631579	0.105263158	../LFMMBayenv2PCAdaptResults/1R_R60_1351142970_988_5_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	9.59813	3.48543	25	0.368282828	0.00020202	0.00010101	0.00010101	0.884210526	0.589473684	0.578947368	0.442105263	0.00010101	0.568421053	3	68	0.00010101	0.126315789	18	72	0.00010101	0.452631579	8	64	25	0	2	2	7	1	6	1	0	2	0	2	1	17	0	29	15	0	2	2	7	1	6	0	0	2	0	2	1	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	25	15	2	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	2R	1351142970_988	6	20	2R_R60_1351142970_988_6_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	85.491	0.896300193	0.15667	0.00010101	0.00010101	0.00010101	0.87	0.37	0.62	../LFMMBayenv2PCAdaptResults/2R_R60_1351142970_988_6_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	11.0038	3.57081	23	0.447171717	0.00010101	0.00010101	0.00010101	0.96	0.62	0.91	0.59	0.00010101	0.85	2	92	0.00010101	0.1	16	86	0.00010101	0.81	5	89	10	3	0	0	0	0	0	0	3	22	2	23	0	3	0	34	8	3	0	0	0	0	0	0	1	15	1	18	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	28	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IBD	1351142970_988	7	20	IBD_R60_1351142970_988_7_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	82.879	0.045987606	0.20014	0.00020202	0.00010101	0.00010101	1	0.21	0.07	../LFMMBayenv2PCAdaptResults/IBD_R60_1351142970_988_7_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	9.44029	5.09928	19	0.302626263	0.021414141	0.00010101	0.00010101	1	0.89	0.08	0.08	0.00020202	1	8	99	0.00010101	0.97	16	99	0.00020202	1	8	99	0	0	0	0	0	0	0	0	0	78	0	1	0	14	0	7	0	0	0	0	0	0	0	0	0	41	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	78	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IM	1351142970_988	8	20	IM_R60_1351142970_988_8_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	81.027	0.51293775	0.26331	0.00010101	0.00010101	0.00010101	0.11	0.38	0.14	../LFMMBayenv2PCAdaptResults/IM_R60_1351142970_988_8_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	7.24568	7.80429	4	0.128686869	0.165858586	0.00010101	0.00010101	0.89	0.9	0.4	0.43	0.00010101	0.32	6	85	0.00010101	0.24	15	81	0.00010101	0.4	5	83	57	0	3	2	0	0	8	19	0	0	0	0	0	0	0	11	46	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	57	11	0	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	1R	1351142986_950	9	20	1R_R60_1351142986_950_9_NumPops=60_NumInd=20.bayenv	TRUE	9900	97	88.003	0.272073788	0.19077	0.00010101	0.00010101	0.00010101	0.546391753	0.587628866	0.628865979	../LFMMBayenv2PCAdaptResults/1R_R60_1351142986_950_9_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	11.9744	3.21953	25	0.486262626	0.00010101	0.00010101	0.00010101	0.824742268	0.587628866	0.618556701	0.432989691	0.00010101	0.536082474	4	68	0.00010101	0.12371134	6	47	0.00010101	0.546391753	3	66	34	0	0	0	2	1	6	1	0	5	0	1	3	10	0	34	21	0	0	0	1	1	5	1	0	4	0	0	2	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	34	8	5	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	2R	1351142986_950	10	20	2R_R60_1351142986_950_10_NumPops=60_NumInd=20.bayenv	TRUE	9900	99	83.501	0.144449661	0.19839	0.00010101	0.00010101	0.00010101	0.898989899	0.858585859	0.828282828	../LFMMBayenv2PCAdaptResults/2R_R60_1351142986_950_10_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	9.80803	2.94125	23	0.386969697	0	0.00010101	0.00010101	0.939393939	0.767676768	0.898989899	0.838383838	0.00010101	0.848484848	4	91	0.00010101	0	19	89	0.00010101	0.818181818	7	89	10	0	0	0	0	0	0	0	0	0	1	3	2	4	2	77	6	0	0	0	0	0	0	0	0	0	0	2	1	3	2	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IBD	1351142986_950	11	20	IBD_R60_1351142986_950_11_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	86.095	0.650521217	0.20681	0.00020202	0.00010101	0.00010101	0.99	0.36	0.49	../LFMMBayenv2PCAdaptResults/IBD_R60_1351142986_950_11_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	8.3286	4.831	19	0.248282828	0.01	0.00010101	0.00010101	1	0.92	0.08	0.53	0.00020202	0.99	6	98	0.00010101	0.92	16	98	0.00020202	0.99	8	96	1	0	0	0	0	0	0	0	0	39	0	24	0	7	0	29	1	0	0	0	0	0	0	0	0	34	0	7	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	39	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R60	60	Rand	IM	1351142986_950	12	20	IM_R60_1351142986_950_12_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	80.968	0.477483016	0.20749	0.00010101	0.00010101	0.00010101	0.11	0.4	0.3	../LFMMBayenv2PCAdaptResults/IM_R60_1351142986_950_12_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	7.34636	7.19512	4	0.179191919	0.172525253	0.00010101	0.00010101	0.95	0.94	0.48	0.45	0.00010101	0.44	6	85	0.00010101	0.22	18	83	0.00010101	0.3	1	84	50	1	4	5	1	3	1	24	0	0	0	0	0	0	0	11	46	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	50	6	1	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	1R	1351142954_453	1	20	1R_R30_1351142954_453_1_NumPops=30_NumInd=20.bayenv	TRUE	9900	95	53.508	1.037585843	0.26458	0.00010101	0.00010101	0.00010101	0.463157895	0.768421053	0.031578947	../LFMMBayenv2PCAdaptResults/1R_R30_1351142954_453_1_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	10.6669	6.47272	14	0.402323232	0.117373737	0.00010101	0.00010101	0.915789474	0.884210526	0.715789474	0.673684211	0.00010101	0.421052632	10	79	0.00010101	0	5	60	0.00010101	0.505263158	5	69	20	0	2	0	10	0	19	0	0	0	0	0	0	1	4	39	14	0	1	0	8	0	15	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	31	0	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	2R	1351142954_453	2	20	2R_R30_1351142954_453_2_NumPops=30_NumInd=20.bayenv	TRUE	9900	97	50.739	0.718269117	0.25791	0.00010101	0.00010101	0.00010101	0.226804124	0.93814433	0.412371134	../LFMMBayenv2PCAdaptResults/2R_R30_1351142954_453_2_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	9.0262	5.708	14	0.285050505	0.036262626	0.00010101	0.00010101	0.958762887	0.948453608	0.917525773	0.402061856	0.00010101	0.855670103	7	92	0.00010101	0.515463918	6	85	0.00010101	0.835051546	2	91	5	1	0	0	7	40	2	20	0	0	0	0	0	5	0	17	3	0	0	0	5	26	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	9	1	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	IBD	1351142954_453	3	20	IBD_R30_1351142954_453_3_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	41.951	1.702154706	0.25907	0.00020202	0.00010101	0.00010101	1	0.75	0.11	../LFMMBayenv2PCAdaptResults/IBD_R30_1351142954_453_3_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	9.16222	7.22282	9	0.294747475	0.143333333	0.00010101	0.00010101	1	1	0.9	0.19	0.00020202	0.98	6	100	0.00010101	0.92	14	98	0.00010101	0.9	7	98	0	0	0	0	0	0	0	0	2	23	0	0	0	56	0	19	0	0	0	0	0	0	0	0	2	21	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	25	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	IM	1351142954_453	4	20	IM_R30_1351142954_453_4_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	43.701	-0.036424651	0.3297	0.00010101	0.00010101	0.00010101	0.11	0.14	0.11	../LFMMBayenv2PCAdaptResults/IM_R30_1351142954_453_4_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	7.43518	7.78993	3	0.145757576	0.168484848	0.00010101	0.00010101	0.81	0.81	0.29	0.28	0.00010101	0.14	8	71	0.00010101	0.13	12	64	0.00010101	0.15	8	71	72	0	14	0	0	0	0	3	0	0	0	0	0	0	0	11	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	72	14	0	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
